user_id,date,day_total,running_total
8390,2015-04-09,60,60
8393,2015-03-08,113,113
8395,2015-04-14,71,71
8397,2015-03-14,106,106
8397,2015-04-22,54,160
8398,2015-03-18,52,52
8398,2015-04-19,71,123
8398,2015-04-29,123,246
8399,2015-03-16,49,49
8399,2015-03-18,40,89
8399,2015-04-09,57,146
8400,2015-04-08,87,87
8401,2015-03-11,39,39
8401,2015-03-19,58,97
8401,2015-03-25,56,153
8402,2015-04-30,35,35
8405,2015-03-27,33,33
8407,2015-03-03,16,16
8408,2015-03-09,23,23
8411,2015-03-03,31,31
8411,2015-03-22,83,114
8411,2015-04-13,53,167
8413,2015-03-25,27,27
8414,2015-04-17,72,72
8416,2015-03-05,35,35
8416,2015-03-25,25,60
8417,2015-04-16,82,82
8421,2015-04-06,68,68
8421,2015-04-16,48,116
8422,2015-04-04,10,10
8423,2015-03-06,72,72
8423,2015-04-10,62,134
8424,2015-04-16,52,52
8425,2015-04-10,66,66
8426,2015-03-25,21,21
8426,2015-04-10,67,88
8426,2015-04-17,56,144
8427,2015-03-13,62,62
8429,2015-03-04,22,22
8430,2015-03-30,87,87
8432,2015-04-12,54,54
8432,2015-04-18,37,91
8433,2015-04-16,29,29
8435,2015-04-13,35,35
8436,2015-03-13,27,27
8436,2015-03-17,45,72
8436,2015-04-07,81,153
8438,2015-04-19,29,29
8440,2015-03-04,47,47
8440,2015-04-14,84,131
8442,2015-04-25,18,18
8443,2015-03-25,44,44
8444,2015-03-06,25,25
8444,2015-03-21,42,67
8444,2015-04-29,41,108
8447,2015-03-19,99,99
8448,2015-04-26,35,35
8449,2015-03-29,38,38
8451,2015-03-02,28,28
8451,2015-03-25,51,79
8451,2015-04-10,75,154
8453,2015-04-25,38,38
8454,2015-04-26,69,69
8456,2015-03-12,32,32
8456,2015-04-28,84,116
8457,2015-03-17,78,78
8457,2015-04-22,17,95
8460,2015-04-07,81,81
8461,2015-04-25,114,114
8462,2015-03-01,49,49
8462,2015-03-14,40,89
8462,2015-04-19,41,130
8464,2015-03-01,59,59
8465,2015-03-17,87,87
8466,2015-04-17,82,82
8467,2015-03-20,33,33
8467,2015-04-30,60,93
8468,2015-04-21,98,98
8470,2015-03-26,65,65
8471,2015-03-20,42,42
8471,2015-04-17,72,114
8472,2015-03-10,68,68
8472,2015-04-21,91,159
8474,2015-03-16,43,43
8474,2015-04-23,42,85
8474,2015-04-24,33,118
8475,2015-04-19,102,102
8475,2015-04-21,64,166
8477,2015-03-08,50,50
8478,2015-04-05,98,98
8479,2015-03-31,78,78
8480,2015-03-09,99,99
8480,2015-03-11,40,139
8482,2015-03-29,37,37
8482,2015-04-28,102,139
8483,2015-03-24,79,79
8485,2015-03-02,65,65
8485,2015-04-10,51,116
8485,2015-04-27,100,216
8486,2015-04-04,54,54
8489,2015-03-12,56,56
8489,2015-03-27,35,91
8490,2015-03-13,20,20
8490,2015-04-09,42,62
8493,2015-03-17,53,53
8493,2015-03-27,59,112
8494,2015-04-25,84,84
8495,2015-03-13,86,86
8495,2015-03-19,76,162
8496,2015-03-09,73,73
8497,2015-04-04,60,60
8497,2015-04-05,81,141
8497,2015-04-15,79,220
8499,2015-03-05,82,82
8499,2015-03-17,36,118
8499,2015-03-19,38,156
8499,2015-04-10,88,244
8501,2015-04-23,57,57
8502,2015-04-21,72,72
8503,2015-03-04,79,79
8504,2015-04-03,86,86
8506,2015-03-11,80,80
8507,2015-03-04,47,47
8507,2015-03-23,25,72
8508,2015-03-22,54,54
8509,2015-03-04,54,54
8510,2015-03-01,47,47
8510,2015-04-02,110,157
8511,2015-04-07,136,136
8511,2015-04-29,46,182
8512,2015-04-03,97,97
8516,2015-03-04,62,62
8517,2015-04-11,99,99
8518,2015-03-31,57,57
8519,2015-04-04,39,39
8521,2015-04-24,64,64
8522,2015-03-09,98,98
8522,2015-04-22,80,178
8523,2015-04-14,30,30
8523,2015-04-30,59,89
8526,2015-04-25,49,49
8526,2015-04-26,102,151
8528,2015-04-18,15,15
8529,2015-04-01,87,87
8530,2015-04-08,71,71
8531,2015-04-01,22,22
8531,2015-04-07,47,69
8533,2015-04-20,38,38
8534,2015-03-16,53,53
8534,2015-04-06,69,122
8535,2015-03-04,181,181
8536,2015-04-27,39,39
8537,2015-03-01,28,28
8537,2015-04-11,67,95
8538,2015-04-07,87,87
8540,2015-04-04,103,103
8542,2015-03-26,33,33
8544,2015-03-31,27,27
8544,2015-04-12,15,42
8545,2015-04-05,48,48
8546,2015-04-19,126,126
8548,2015-03-19,53,53
8548,2015-04-09,45,98
8549,2015-04-28,22,22
8550,2015-03-18,27,27
8552,2015-04-21,92,92
8553,2015-04-25,40,40
8554,2015-03-16,46,46
8556,2015-03-15,18,18
8557,2015-03-14,59,59
8558,2015-03-24,70,70
8561,2015-03-14,45,45
8562,2015-04-21,31,31
8562,2015-04-30,52,83
8563,2015-04-15,47,47
8564,2015-03-29,63,63
8566,2015-03-08,82,82
8568,2015-04-05,22,22
8568,2015-04-08,51,73
8569,2015-04-06,38,38
8569,2015-04-29,107,145
8570,2015-03-13,36,36
8570,2015-04-07,62,98
8571,2015-03-19,61,61
8571,2015-04-06,83,144
8571,2015-04-18,114,258
8571,2015-04-26,10,268
8573,2015-04-25,97,97
8573,2015-04-29,45,142
8574,2015-03-21,63,63
8574,2015-04-01,10,73
8575,2015-03-07,88,88
8579,2015-03-25,108,108
8581,2015-03-07,42,42
8582,2015-03-12,75,75
8582,2015-04-10,27,102
8583,2015-03-09,83,83
8583,2015-03-11,49,132
8583,2015-04-17,51,183
8585,2015-03-24,77,77
8586,2015-03-04,41,41
8586,2015-03-24,82,123
8586,2015-03-30,32,155
8588,2015-03-23,27,27
8588,2015-03-25,38,65
8589,2015-03-29,25,25
8589,2015-04-26,111,136
8589,2015-04-29,59,195
8590,2015-04-20,118,118
8593,2015-03-20,83,83
8593,2015-04-15,49,132
8593,2015-04-22,45,177
8595,2015-03-09,49,49
8595,2015-04-28,79,128
8597,2015-03-01,65,65
8597,2015-03-21,66,131
8600,2015-04-29,49,49
8602,2015-03-07,76,76
8602,2015-04-23,70,146
8603,2015-03-01,61,61
8603,2015-03-03,37,98
8604,2015-03-13,30,30
8604,2015-03-26,27,57
8606,2015-03-04,43,43
8606,2015-03-12,57,100
8607,2015-03-14,67,67
8607,2015-04-29,81,148
8608,2015-04-01,87,87
8608,2015-04-05,68,155
8608,2015-04-18,52,207
8610,2015-03-10,59,59
8610,2015-03-28,57,116
8612,2015-04-14,81,81
8613,2015-04-15,71,71
8613,2015-04-30,69,140
8614,2015-03-03,50,50
8614,2015-03-12,92,142
8614,2015-04-29,74,216
8615,2015-03-08,19,19
8616,2015-04-14,20,20
8616,2015-04-28,87,107
8618,2015-03-01,44,44
8618,2015-03-22,96,140
8618,2015-04-23,95,235
8620,2015-04-02,53,53
8620,2015-04-21,90,143
8621,2015-04-05,43,43
8621,2015-04-13,92,135
8622,2015-03-08,101,101
8622,2015-04-02,55,156
8622,2015-04-19,74,230
8623,2015-03-19,78,78
8627,2015-03-07,15,15
8629,2015-03-14,44,44
8630,2015-04-09,50,50
8632,2015-04-08,53,53
8633,2015-03-31,10,10
8633,2015-04-08,55,65
8634,2015-03-27,95,95
8634,2015-03-29,75,170
8636,2015-03-14,63,63
8636,2015-04-10,20,83
8636,2015-04-20,93,176
8636,2015-04-25,47,223
8637,2015-04-01,57,57
8637,2015-04-17,89,146
8637,2015-04-29,106,252
8638,2015-03-25,26,26
8638,2015-04-20,87,113
8643,2015-03-26,56,56
8643,2015-03-30,60,116
8644,2015-04-18,17,17
8646,2015-03-10,49,49
8646,2015-03-19,27,76
8647,2015-03-26,94,94
8649,2015-03-02,73,73
8649,2015-03-12,96,169
8649,2015-04-16,101,270
8650,2015-04-10,35,35
8654,2015-03-24,82,82
8655,2015-03-19,54,54
8657,2015-04-11,30,30
8659,2015-03-07,61,61
8660,2015-03-06,44,44
8660,2015-04-07,21,65
8662,2015-04-15,48,48
8663,2015-04-18,83,83
8664,2015-03-18,60,60
8665,2015-03-17,109,109
8665,2015-04-21,41,150
8666,2015-03-05,24,24
8667,2015-03-30,22,22
8667,2015-04-12,70,92
8668,2015-04-14,15,15
8670,2015-03-20,127,127
8673,2015-03-02,65,65
8674,2015-03-18,68,68
8675,2015-04-02,53,53
8676,2015-03-14,106,106
8678,2015-03-06,50,50
8678,2015-04-26,98,148
8680,2015-03-26,64,64
8681,2015-03-08,43,43
8682,2015-03-29,96,96
8682,2015-04-16,14,110
8684,2015-03-07,96,96
8685,2015-03-15,34,34
8685,2015-04-18,93,127
8689,2015-03-27,44,44
8691,2015-04-15,65,65
8692,2015-03-13,19,19
8693,2015-04-04,57,57
8695,2015-03-02,22,22
8696,2015-03-15,92,92
8696,2015-03-21,138,230
8696,2015-04-01,62,292
8696,2015-04-28,47,339
8699,2015-03-05,63,63
8699,2015-03-15,31,94
8699,2015-03-16,124,218
8700,2015-04-07,58,58
8703,2015-04-29,60,60
8704,2015-04-10,55,55
8705,2015-03-26,113,113
8705,2015-03-30,83,196
8705,2015-04-23,36,232
8705,2015-04-25,47,279
8706,2015-03-23,58,58
8707,2015-03-07,41,41
8707,2015-04-01,78,119
8708,2015-04-26,54,54
8709,2015-03-27,81,81
8714,2015-03-16,76,76
8714,2015-04-28,41,117
8715,2015-03-09,74,74
8716,2015-04-09,51,51
8717,2015-03-03,18,18
8717,2015-03-28,78,96
8719,2015-03-13,69,69
8720,2015-03-02,56,56
8721,2015-04-05,46,46
8721,2015-04-20,36,82
8722,2015-03-03,19,19
8723,2015-04-09,52,52
8726,2015-03-12,45,45
8727,2015-03-09,51,51
8727,2015-04-07,88,139
8728,2015-04-06,153,153
8729,2015-04-08,87,87
8731,2015-04-08,76,76
8731,2015-04-15,48,124
8732,2015-03-05,56,56
8733,2015-03-16,47,47
8733,2015-04-11,10,57
8734,2015-03-21,45,45
8734,2015-04-25,104,149
8736,2015-04-30,60,60
8737,2015-03-22,68,68
8737,2015-04-06,83,151
8737,2015-04-14,77,228
8738,2015-04-17,76,76
8739,2015-04-15,81,81
8740,2015-03-21,70,70
8743,2015-03-11,67,67
8743,2015-04-20,35,102
8744,2015-03-29,30,30
8744,2015-04-08,65,95
8744,2015-04-25,89,184
8746,2015-04-03,105,105
8747,2015-04-10,28,28
8747,2015-04-19,43,71
8748,2015-04-11,55,55
8748,2015-04-26,74,129
8749,2015-04-04,12,12
8751,2015-03-21,16,16
8752,2015-04-10,33,33
8754,2015-03-15,106,106
8754,2015-03-24,65,171
8755,2015-03-02,52,52
8755,2015-03-07,74,126
8755,2015-04-12,64,190
8755,2015-04-20,52,242
8756,2015-03-06,84,84
8757,2015-03-09,72,72
8757,2015-04-02,65,137
8757,2015-04-15,77,214
8758,2015-04-08,67,67
8758,2015-04-28,76,143
8759,2015-03-25,57,57
8759,2015-03-28,48,105
8759,2015-04-17,28,133
8760,2015-04-02,122,122
8762,2015-03-12,40,40
8762,2015-03-22,46,86
8763,2015-03-07,55,55
8766,2015-03-11,15,15
8767,2015-04-06,60,60
8767,2015-04-13,116,176
8767,2015-04-21,85,261
8769,2015-04-11,58,58
8771,2015-03-06,59,59
8771,2015-03-31,50,109
8771,2015-04-30,30,139
8772,2015-03-26,27,27
8774,2015-03-09,22,22
8774,2015-03-28,101,123
8776,2015-04-21,44,44
8777,2015-03-09,24,24
8777,2015-03-26,57,81
8777,2015-04-13,44,125
8779,2015-04-23,84,84
8780,2015-04-25,60,60
8780,2015-04-30,63,123
8781,2015-03-06,36,36
8781,2015-03-11,91,127
8781,2015-04-24,37,164
8782,2015-04-18,105,105
8785,2015-03-13,21,21
8785,2015-04-21,57,78
8785,2015-04-28,96,174
8787,2015-04-04,46,46
8788,2015-04-06,38,38
8788,2015-04-23,70,108
8791,2015-03-11,64,64
8791,2015-03-20,52,116
8791,2015-04-04,65,181
8791,2015-04-09,68,249
8792,2015-03-18,38,38
8792,2015-03-19,40,78
8792,2015-03-30,69,147
8793,2015-04-28,13,13
8795,2015-03-23,83,83
8796,2015-03-14,29,29
8797,2015-03-18,17,17
8798,2015-04-05,72,72
8799,2015-03-08,93,93
8799,2015-03-20,56,149
8799,2015-04-28,46,195
8800,2015-03-14,60,60
8800,2015-04-15,52,112
8801,2015-03-12,54,54
8801,2015-04-15,44,98
8802,2015-04-05,32,32
8805,2015-03-09,26,26
8805,2015-04-06,41,67
8806,2015-03-20,52,52
8806,2015-04-17,70,122
8807,2015-03-22,82,82
8807,2015-03-27,36,118
8808,2015-03-14,93,93
8808,2015-03-15,53,146
8808,2015-04-02,37,183
8809,2015-03-26,33,33
8810,2015-04-13,74,74
8812,2015-04-24,70,70
8813,2015-04-03,107,107
8814,2015-03-27,38,38
8815,2015-03-24,33,33
8816,2015-03-30,32,32
8817,2015-03-24,71,71
8819,2015-03-25,17,17
8821,2015-03-09,47,47
8821,2015-04-26,66,113
8822,2015-03-21,16,16
8822,2015-03-29,77,93
8822,2015-04-16,121,214
8822,2015-04-21,58,272
8824,2015-03-04,18,18
8824,2015-04-18,88,106
8825,2015-04-02,52,52
8826,2015-03-16,79,79
8827,2015-04-08,86,86
8828,2015-04-21,108,108
8829,2015-03-09,13,13
8829,2015-03-21,108,121
8829,2015-03-26,33,154
8831,2015-03-27,48,48
8831,2015-04-09,91,139
8835,2015-03-31,49,49
8836,2015-03-21,63,63
8837,2015-03-10,56,56
8837,2015-04-04,106,162
8839,2015-03-20,36,36
8840,2015-03-29,67,67
8841,2015-03-05,46,46
8841,2015-03-18,49,95
8842,2015-03-02,47,47
8843,2015-03-02,16,16
8844,2015-04-15,46,46
8846,2015-04-21,20,20
8847,2015-03-21,106,106
8848,2015-03-18,85,85
8848,2015-04-28,39,124
8850,2015-04-02,84,84
8850,2015-04-12,11,95
8852,2015-04-19,63,63
8856,2015-03-30,38,38
8857,2015-03-17,37,37
8857,2015-04-09,90,127
8859,2015-03-18,44,44
8859,2015-03-26,43,87
8859,2015-04-06,11,98
8860,2015-03-05,25,25
8860,2015-04-11,55,80
8860,2015-04-16,87,167
8861,2015-03-05,77,77
8861,2015-03-15,51,128
8861,2015-04-23,76,204
8862,2015-03-19,76,76
8866,2015-04-21,37,37
8866,2015-04-22,41,78
8867,2015-03-13,106,106
8867,2015-03-14,10,116
8869,2015-04-16,53,53
8870,2015-03-27,61,61
8870,2015-04-21,45,106
8871,2015-03-19,84,84
8871,2015-04-27,122,206
8872,2015-03-21,25,25
8873,2015-03-31,115,115
8873,2015-04-04,51,166
8873,2015-04-11,98,264
8875,2015-03-05,113,113
8876,2015-04-11,46,46
8876,2015-04-26,76,122
8877,2015-03-07,89,89
8877,2015-04-09,43,132
8878,2015-03-15,73,73
8878,2015-04-29,19,92
8880,2015-03-09,40,40
8880,2015-04-19,81,121
8881,2015-03-31,71,71
8883,2015-04-01,110,110
8883,2015-04-12,99,209
8884,2015-03-04,40,40
8885,2015-04-12,69,69
8886,2015-04-11,50,50
8886,2015-04-18,75,125
8888,2015-03-17,45,45
8889,2015-03-08,41,41
8889,2015-04-01,29,70
8890,2015-03-04,41,41
8890,2015-04-22,100,141
8892,2015-03-03,37,37
8892,2015-03-16,41,78
8893,2015-03-24,13,13
8894,2015-04-09,84,84
8895,2015-03-12,71,71
8897,2015-04-03,78,78
8897,2015-04-06,30,108
8898,2015-03-07,50,50
8898,2015-04-30,30,80
8899,2015-03-26,100,100
8901,2015-04-24,82,82
8902,2015-04-02,66,66
8903,2015-04-03,71,71
8903,2015-04-21,43,114
8904,2015-03-02,58,58
8904,2015-04-11,81,139
8905,2015-03-22,68,68
8905,2015-04-08,79,147
8908,2015-03-14,13,13
8909,2015-03-10,24,24
8911,2015-03-20,77,77
8914,2015-03-04,19,19
8915,2015-04-01,88,88
8917,2015-04-15,43,43
8917,2015-04-25,100,143
8917,2015-04-29,50,193
8919,2015-03-02,12,12
8920,2015-03-19,78,78
8920,2015-04-09,52,130
8920,2015-04-15,62,192
8920,2015-04-25,67,259
8922,2015-03-14,69,69
8922,2015-04-14,54,123
8923,2015-04-28,103,103
8924,2015-04-22,58,58
8924,2015-04-30,69,127
8925,2015-03-30,29,29
8926,2015-04-11,28,28
8927,2015-04-16,44,44
8927,2015-04-20,40,84
8928,2015-03-03,45,45
8928,2015-04-20,15,60
8929,2015-03-09,41,41
8929,2015-03-19,60,101
8930,2015-04-15,56,56
8931,2015-03-06,107,107
8933,2015-03-27,89,89
8934,2015-03-10,12,12
8935,2015-03-12,45,45
8935,2015-04-07,67,112
8935,2015-04-10,53,165
8936,2015-04-05,48,48
8936,2015-04-09,68,116
8937,2015-03-27,91,91
8938,2015-04-25,83,83
8941,2015-04-04,82,82
8942,2015-03-06,66,66
8942,2015-04-02,14,80
8942,2015-04-21,13,93
8943,2015-03-14,19,19
8943,2015-04-26,19,38
8945,2015-03-02,26,26
8945,2015-03-16,72,98
8945,2015-04-23,50,148
8948,2015-04-02,129,129
8948,2015-04-28,42,171
8949,2015-04-14,91,91
8952,2015-04-04,73,73
8952,2015-04-21,36,109
8956,2015-03-09,90,90
8956,2015-03-20,52,142
8957,2015-03-26,62,62
8957,2015-04-05,60,122
8958,2015-04-07,67,67
8959,2015-04-25,117,117
8961,2015-04-08,57,57
8962,2015-03-09,26,26
8963,2015-04-03,94,94
8967,2015-03-24,22,22
8967,2015-04-19,60,82
8967,2015-04-26,64,146
8968,2015-03-20,66,66
8970,2015-04-11,126,126
8971,2015-03-31,81,81
8971,2015-04-12,77,158
8971,2015-04-29,20,178
8972,2015-03-03,43,43
8973,2015-03-24,63,63
8974,2015-03-17,56,56
8974,2015-04-26,78,134
8975,2015-03-31,11,11
8979,2015-03-11,60,60
8979,2015-03-31,10,70
8981,2015-04-17,80,80
8982,2015-04-25,22,22
8986,2015-04-17,75,75
8987,2015-03-19,46,46
8987,2015-04-08,83,129
8987,2015-04-13,60,189
8987,2015-04-17,96,285
8987,2015-04-23,46,331
8988,2015-03-23,109,109
8988,2015-04-15,22,131
8989,2015-03-30,50,50
8990,2015-04-13,93,93
8991,2015-03-22,88,88
8992,2015-03-17,91,91
8993,2015-04-01,63,63
8993,2015-04-09,50,113
8994,2015-03-13,60,60
8995,2015-03-21,85,85
8995,2015-04-28,99,184
8996,2015-03-29,22,22
8996,2015-04-18,23,45
8997,2015-03-12,28,28
8998,2015-04-21,69,69
8999,2015-04-24,54,54
9001,2015-04-29,45,45
9002,2015-04-11,62,62
9003,2015-04-09,38,38
9005,2015-03-10,21,21
9005,2015-03-13,52,73
9007,2015-03-12,44,44
9007,2015-04-19,57,101
9010,2015-04-16,82,82
9010,2015-04-25,116,198
9011,2015-03-17,31,31
9013,2015-03-13,76,76
9014,2015-04-22,121,121
9015,2015-04-19,69,69
9016,2015-03-25,72,72
9016,2015-04-01,49,121
9016,2015-04-21,96,217
9017,2015-04-16,53,53
9020,2015-03-30,95,95
9022,2015-03-01,77,77
9022,2015-04-06,75,152
9022,2015-04-19,84,236
9022,2015-04-23,116,352
9023,2015-03-31,42,42
9023,2015-04-02,110,152
9023,2015-04-25,15,167
9024,2015-03-13,99,99
9025,2015-04-15,10,10
9025,2015-04-20,53,63
9026,2015-03-21,31,31
9031,2015-04-02,85,85
9032,2015-03-10,28,28
9032,2015-04-18,100,128
9033,2015-03-27,75,75
9034,2015-03-03,49,49
9038,2015-04-25,14,14
9039,2015-03-11,71,71
9039,2015-03-30,74,145
9041,2015-04-06,128,128
9041,2015-04-12,77,205
9041,2015-04-30,48,253
9042,2015-03-25,70,70
9042,2015-04-05,83,153
9042,2015-04-10,25,178
9042,2015-04-12,45,223
9043,2015-04-28,62,62
9044,2015-04-02,16,16
9044,2015-04-09,74,90
9044,2015-04-25,60,150
9044,2015-04-30,33,183
9046,2015-04-14,77,77
9047,2015-04-19,109,109
9049,2015-03-29,81,81
9051,2015-04-28,31,31
9052,2015-03-15,37,37
9052,2015-03-22,15,52
9053,2015-03-10,46,46
9053,2015-03-25,14,60
9053,2015-04-26,87,147
9054,2015-03-27,80,80
9054,2015-04-10,130,210
9056,2015-04-29,130,130
9057,2015-03-19,60,60
9057,2015-04-26,54,114
9057,2015-04-28,85,199
9059,2015-04-06,48,48
9060,2015-04-18,176,176
9060,2015-04-30,28,204
9061,2015-03-14,43,43
9061,2015-03-15,32,75
9064,2015-04-14,79,79
9065,2015-04-23,91,91
9067,2015-04-03,63,63
9067,2015-04-05,78,141
9068,2015-04-11,70,70
9070,2015-04-04,78,78
9070,2015-04-18,112,190
9071,2015-03-01,57,57
9071,2015-03-07,86,143
9072,2015-03-01,79,79
9074,2015-04-02,57,57
9074,2015-04-21,60,117
9076,2015-03-26,55,55
9076,2015-03-28,103,158
9077,2015-04-13,60,60
9077,2015-04-20,143,203
9079,2015-03-11,66,66
9080,2015-03-05,77,77
9081,2015-03-16,33,33
9081,2015-04-26,23,56
9083,2015-03-12,34,34
9084,2015-03-31,73,73
9085,2015-04-04,73,73
9085,2015-04-06,102,175
9086,2015-03-18,67,67
9086,2015-04-02,55,122
9087,2015-03-16,59,59
9088,2015-03-07,60,60
9091,2015-04-20,49,49
9092,2015-03-10,38,38
9093,2015-03-15,54,54
9093,2015-03-20,65,119
9095,2015-03-19,87,87
9096,2015-03-01,38,38
9096,2015-03-30,58,96
9096,2015-04-04,23,119
9098,2015-03-05,86,86
9098,2015-04-20,88,174
9099,2015-04-21,12,12
9100,2015-03-27,79,79
9101,2015-04-10,38,38
9102,2015-03-03,40,40
9103,2015-03-13,28,28
9103,2015-03-30,16,44
9106,2015-04-03,82,82
9108,2015-04-09,100,100
9108,2015-04-26,82,182
9109,2015-03-18,84,84
9110,2015-04-14,44,44
9110,2015-04-19,83,127
9110,2015-04-27,29,156
9111,2015-04-06,11,11
9114,2015-03-14,55,55
9114,2015-03-20,73,128
9114,2015-04-03,62,190
9114,2015-04-05,153,343
9115,2015-04-28,108,108
9117,2015-03-06,80,80
9119,2015-04-04,65,65
9119,2015-04-10,123,188
9121,2015-03-10,50,50
9123,2015-04-07,77,77
9123,2015-04-18,42,119
9124,2015-03-12,97,97
9124,2015-04-23,49,146
9127,2015-04-09,22,22
9129,2015-04-18,15,15
9132,2015-03-02,61,61
9133,2015-03-06,54,54
9135,2015-03-06,48,48
9135,2015-04-07,134,182
9136,2015-04-03,63,63
9138,2015-03-01,72,72
9139,2015-03-26,60,60
9140,2015-04-22,74,74
9141,2015-03-10,100,100
9145,2015-03-01,79,79
9145,2015-03-13,71,150
9145,2015-04-25,86,236
9146,2015-04-10,48,48
9146,2015-04-16,67,115
9146,2015-04-30,76,191
9147,2015-03-07,79,79
9147,2015-04-25,30,109
9148,2015-04-10,94,94
9149,2015-03-21,75,75
9149,2015-03-25,93,168
9151,2015-04-03,17,17
9152,2015-04-16,22,22
9154,2015-03-30,13,13
9155,2015-03-01,53,53
9156,2015-03-12,66,66
9160,2015-03-14,63,63
9160,2015-04-09,52,115
9160,2015-04-28,78,193
9161,2015-04-12,54,54
9161,2015-04-14,33,87
9162,2015-04-03,102,102
9165,2015-04-04,79,79
9165,2015-04-22,73,152
9166,2015-03-13,106,106
9167,2015-04-08,62,62
9167,2015-04-29,19,81
9169,2015-04-24,110,110
9170,2015-04-01,58,58
9171,2015-04-18,57,57
9173,2015-03-17,49,49
9173,2015-04-06,48,97
9173,2015-04-10,50,147
9176,2015-03-05,40,40
9177,2015-03-31,21,21
9177,2015-04-01,63,84
9178,2015-03-19,23,23
9179,2015-03-10,60,60
9180,2015-03-27,78,78
9180,2015-03-31,45,123
9181,2015-04-10,31,31
9181,2015-04-24,63,94
9182,2015-03-18,93,93
9182,2015-04-10,29,122
9182,2015-04-17,123,245
9184,2015-03-15,86,86
9185,2015-04-21,57,57
9187,2015-04-25,12,12
9188,2015-03-28,111,111
9188,2015-04-04,37,148
9188,2015-04-12,102,250
9189,2015-04-24,52,52
9190,2015-04-28,50,50
9191,2015-03-05,84,84
9192,2015-03-07,14,14
9192,2015-04-23,47,61
9194,2015-04-03,33,33
9200,2015-04-03,27,27
9200,2015-04-25,47,74
9201,2015-03-22,61,61
9201,2015-04-16,24,85
9203,2015-03-15,46,46
9203,2015-03-17,39,85
9203,2015-04-15,40,125
9204,2015-03-16,68,68
9205,2015-03-11,49,49
9205,2015-04-13,121,170
9206,2015-03-03,61,61
9207,2015-03-11,78,78
9207,2015-04-10,37,115
9207,2015-04-25,95,210
9208,2015-03-03,99,99
9209,2015-03-13,85,85
9209,2015-03-28,42,127
9209,2015-04-19,85,212
9210,2015-03-22,35,35
9211,2015-03-03,40,40
9211,2015-04-18,74,114
9211,2015-04-27,25,139
9212,2015-03-31,107,107
9213,2015-03-01,54,54
9215,2015-03-20,36,36
9216,2015-03-12,100,100
9216,2015-03-23,67,167
9216,2015-04-15,51,218
9217,2015-03-09,74,74
9217,2015-03-28,71,145
9218,2015-04-05,104,104
9220,2015-04-20,51,51
9225,2015-03-10,45,45
9226,2015-03-24,52,52
9226,2015-04-15,35,87
9226,2015-04-30,96,183
9227,2015-03-09,75,75
9229,2015-03-02,82,82
9230,2015-03-22,75,75
9231,2015-04-11,61,61
9232,2015-04-02,93,93
9234,2015-03-08,29,29
9234,2015-03-29,60,89
9234,2015-04-16,62,151
9235,2015-03-07,54,54
9236,2015-03-14,51,51
9237,2015-04-02,21,21
9237,2015-04-25,64,85
9240,2015-03-05,76,76
9240,2015-04-27,63,139
9242,2015-03-11,76,76
9243,2015-03-27,91,91
9243,2015-03-31,96,187
9244,2015-03-02,105,105
9244,2015-03-15,31,136
9245,2015-03-11,68,68
9247,2015-03-10,101,101
9247,2015-03-16,101,202
9247,2015-03-24,42,244
9247,2015-03-26,94,338
9250,2015-04-28,61,61
9252,2015-04-28,33,33
9253,2015-04-18,19,19
9256,2015-03-19,42,42
9256,2015-03-23,28,70
9257,2015-03-01,48,48
9258,2015-04-08,50,50
9258,2015-04-30,45,95
9260,2015-03-02,47,47
9261,2015-03-12,71,71
9261,2015-03-20,25,96
9262,2015-03-04,36,36
9262,2015-03-25,57,93
9263,2015-03-04,26,26
9263,2015-04-01,40,66
9263,2015-04-30,48,114
9264,2015-03-27,67,67
9265,2015-03-07,71,71
9265,2015-04-28,103,174
9266,2015-04-24,102,102
9267,2015-04-27,36,36
9268,2015-04-23,80,80
9269,2015-04-18,31,31
9270,2015-03-04,99,99
9271,2015-03-31,81,81
9271,2015-04-05,56,137
9272,2015-03-09,55,55
9273,2015-04-09,47,47
9273,2015-04-24,46,93
9275,2015-03-07,19,19
9275,2015-03-25,11,30
9275,2015-04-03,79,109
9276,2015-04-06,33,33
9276,2015-04-19,40,73
9277,2015-04-16,73,73
9279,2015-04-09,16,16
9279,2015-04-21,23,39
9281,2015-03-30,37,37
9282,2015-03-11,84,84
9282,2015-03-15,59,143
9283,2015-03-01,118,118
9287,2015-04-22,55,55
9290,2015-04-06,10,10
9293,2015-03-02,87,87
9300,2015-03-03,106,106
9300,2015-03-08,49,155
9300,2015-04-04,59,214
9300,2015-04-10,71,285
9301,2015-03-22,33,33
9301,2015-04-25,13,46
9301,2015-04-28,13,59
9302,2015-03-07,58,58
9304,2015-03-12,74,74
9305,2015-04-08,41,41
9306,2015-04-20,50,50
9308,2015-03-24,104,104
9308,2015-03-27,77,181
9308,2015-04-15,61,242
9309,2015-03-23,51,51
9311,2015-03-18,49,49
9311,2015-03-25,32,81
9311,2015-04-15,89,170
9311,2015-04-29,31,201
9312,2015-03-15,49,49
9313,2015-03-03,100,100
9313,2015-03-31,40,140
9314,2015-04-17,112,112
9315,2015-03-20,115,115
9319,2015-03-28,104,104
9319,2015-04-14,51,155
9319,2015-04-24,20,175
9320,2015-04-17,19,19
9321,2015-03-20,30,30
9322,2015-04-28,88,88
9322,2015-04-30,75,163
9324,2015-04-12,12,12
9324,2015-04-27,83,95
